Sample.Time,Time,Sample,Colony,Community,Treatment,Repli,C.SH,D.SH,tot.SH,logTot.SH,logC.SH,logD.SH,D.Prp,ID
T0_S5-8,T0,S5-8,S5,D,NP,R2,4.97E-006,8.77E-004,8.82E-004,-3.0546,-5.3040,-3.0571,0.9944,T0_S5-8.P34_Ssid_T0_NP_R1-2.csv
T0_S6-31,T0,S6-31,S6,D,NP,R2,0.00E+000,9.17E-004,9.17E-004,-3.0377,NA,-3.0377,1.0000,T0_S6-31.P34_Ssid_T0_NP_R1-2.csv
T0_S6-8,T0,S6-8,S6,D,NP,R2,0.00E+000,1.89E-003,1.89E-003,-2.7242,NA,-2.7242,1.0000,T0_S6-8.P34_Ssid_T0_NP_R1-2.csv
T0_S1-18,T0,S1-18,S1,D,NPF,R1,5.09E-006,4.30E-004,4.35E-004,-3.3612,-5.2935,-3.3663,0.9883,T0_S1-18.P35_Ssid_T0_NPF_R1-2.csv
T0_S1-5,T0,S1-5,S1,DC,NPF,R1,4.47E-005,2.21E-004,2.66E-004,-3.5753,-4.3496,-3.6552,0.8319,T0_S1-5.P35_Ssid_T0_NPF_R1-2.csv
T0_S2-28,T0,S2-28,S2,D,NPF,R1,0.00E+000,1.99E-004,1.99E-004,-3.7016,NA,-3.7016,1.0000,T0_S2-28.P35_Ssid_T0_NPF_R1-2.csv
T0_S2-30,T0,S2-30,S2,D,NPF,R1,0.00E+000,2.67E-004,2.67E-004,-3.5727,NA,-3.5727,1.0000,T0_S2-30.P35_Ssid_T0_NPF_R1-2.csv
T0_S3-1,T0,S3-1,S3,D,NPF,R1,4.76E-005,5.30E-004,5.77E-004,-3.2386,-4.3225,-3.2760,0.9176,T0_S3-1.P35_Ssid_T0_NPF_R1-2.csv
T0_S3-28,T0,S3-28,S3,D,NPF,R1,2.69E-005,6.75E-004,7.02E-004,-3.1537,-4.5701,-3.1707,0.9617,T0_S3-28.P35_Ssid_T0_NPF_R1-2.csv
T0_S4-10,T0,S4-10,S4,DC,NPF,R1,1.01E-004,4.57E-004,5.58E-004,-3.2531,-3.9944,-3.3400,0.8186,T0_S4-10.P35_Ssid_T0_NPF_R1-2.csv
T0_S4-17,T0,S4-17,S4,DC,NPF,R1,7.64E-005,6.08E-004,6.85E-004,-3.1646,-4.1169,-3.2160,0.8884,T0_S4-17.P35_Ssid_T0_NPF_R1-2.csv
T0_S5-27,T0,S5-27,S5,DC,NPF,R1,1.00E-004,3.98E-004,4.98E-004,-3.3028,-3.9989,-3.4004,0.7987,T0_S5-27.P35_Ssid_T0_NPF_R1-2.csv
T0_S5-5,T0,S5-5,S5,D,NPF,R1,0.00E+000,1.48E-004,1.48E-004,-3.8286,NA,-3.8286,1.0000,T0_S5-5.P45_Ssid_ReRuns.csv
T0_S6-13,T0,S6-13,S6,D,NPF,R1,9.21E-006,1.03E-002,1.03E-002,-1.9888,-5.0356,-1.9892,0.9991,T0_S6-13.P35_Ssid_T0_NPF_R1-2.csv
T0_S6-6,T0,S6-6,S6,D,NPF,R1,8.36E-006,1.33E-003,1.34E-003,-2.8727,-5.0776,-2.8754,0.9938,T0_S6-6.P35_Ssid_T0_NPF_R1-2.csv
T0_S1-2,T0,S1-2,S1,DC,NPF,R2,4.73E-004,1.19E-003,1.67E-003,-2.7783,-3.3248,-2.9235,0.7159,T0_S1-2.P35_Ssid_T0_NPF_R1-2.csv
T0_S1-28,T0,S1-28,S1,D,NPF,R2,7.79E-006,1.06E-004,1.14E-004,-3.9427,-5.1083,-3.9735,0.9317,T0_S1-28.P35_Ssid_T0_NPF_R1-2.csv
T0_S2-14,T0,S2-14,S2,D,NPF,R2,0.00E+000,3.85E-004,3.85E-004,-3.4148,NA,-3.4148,1.0000,T0_S2-14.P35_Ssid_T0_NPF_R1-2.csv
T0_S2-23,T0,S2-23,S2,D,NPF,R2,0.00E+000,2.52E-004,2.52E-004,-3.5983,NA,-3.5983,1.0000,T0_S2-23.P35_Ssid_T0_NPF_R1-2.csv
T0_S3-13,T0,S3-13,S3,D,NPF,R2,6.83E-005,1.35E-003,1.42E-003,-2.8478,-4.1658,-2.8692,0.9519,T0_S3-13.P35_Ssid_T0_NPF_R1-2.csv
T0_S3-16,T0,S3-16,S3,DC,NPF,R2,9.60E-005,6.54E-004,7.50E-004,-3.1251,-4.0178,-3.1846,0.8720,T0_S3-16.P35_Ssid_T0_NPF_R1-2.csv
T0_S4-13,T0,S4-13,S4,DC,NPF,R2,1.39E-004,8.68E-004,1.01E-003,-2.9971,-3.8571,-3.0616,0.8620,T0_S4-13.P35_Ssid_T0_NPF_R1-2.csv
T0_S4-18,T0,S4-18,S4,D,NPF,R2,6.14E-005,8.16E-004,8.77E-004,-3.0570,-4.2117,-3.0886,0.9300,T0_S4-18.P35_Ssid_T0_NPF_R1-2.csv
T0_S5-19,T0,S5-19,S5,D,NPF,R2,0.00E+000,5.87E-004,5.87E-004,-3.2313,NA,-3.2313,1.0000,T0_S5-19.P35_Ssid_T0_NPF_R1-2.csv
T0_S5-21,T0,S5-21,S5,D,NPF,R2,1.16E-005,7.75E-004,7.87E-004,-3.1041,-4.9359,-3.1105,0.9853,T0_S5-21.P35_Ssid_T0_NPF_R1-2.csv
T0_S6-10,T0,S6-10,S6,D,NPF,R2,1.74E-006,1.23E-003,1.23E-003,-2.9110,-5.7599,-2.9116,0.9986,T0_S6-10.P35_Ssid_T0_NPF_R1-2.csv
T0_S6-25,T0,S6-25,S6,D,NPF,R2,7.72E-007,4.76E-004,4.77E-004,-3.3218,-6.1121,-3.3225,0.9984,T0_S6-25.P35_Ssid_T0_NPF_R1-2.csv
T1_S1-10,T1,S1-10,S1,DC,C,R1,2.87E-005,3.38E-005,6.25E-005,-4.2044,-4.5420,-4.4717,0.5404,T1_S1-10.P14_Ssid_T0_C_R2.csv
T1_S1-26,T1,S1-26,S1,C,C,R1,4.43E-005,0.00E+000,4.43E-005,-4.3531,-4.3531,NA,0.0000,T1_S1-26.P14_Ssid_T0_C_R2.csv
T1_S2-11,T1,S2-11,S2,D,C,R1,0.00E+000,5.62E-004,5.62E-004,-3.2505,NA,-3.2505,1.0000,T1_S2-11.P14_Ssid_T0_C_R2.csv
T1_S2-22,T1,S2-22,S2,D,C,R1,2.69E-007,4.23E-004,4.23E-004,-3.3734,-6.5706,-3.3737,0.9994,T1_S2-22.P15_Ssid_T1_C_R2.csv
T1_S3-18,T1,S3-18,S3,DC,C,R1,8.93E-005,3.90E-004,4.84E-004,-3.3153,-4.0491,-3.4085,0.8068,T1_S3-18.P15_Ssid_T1_C_R2.csv
T1_S3-29,T1,S3-29,S3,DC,C,R1,1.75E-004,1.05E-003,1.23E-003,-2.9085,-3.7563,-2.9804,0.8474,T1_S3-29.P15_Ssid_T1_C_R2.csv
T1_S4-12,T1,S4-12,S4,DC,C,R1,6.66E-004,5.57E-004,1.22E-003,-2.9126,-3.1767,-3.2540,0.4557,T1_S4-12.P16_Ssid_T2_C_R2.csv
T1_S4-8,T1,S4-8,S4,DC,C,R1,5.40E-004,2.92E-004,8.33E-004,-3.0795,-3.2673,-3.5340,0.3511,T1_S4-8.P16_Ssid_T2_C_R2.csv
T1_S5-9,T1,S5-9,S5,D,C,R1,7.39E-005,1.23E-003,1.31E-003,-2.8837,-4.1314,-2.9090,0.9435,T1_S5-9.P16_Ssid_T2_C_R2.csv
T1_S1-13,T1,S1-13,S1,C,C,R2,5.08E-005,1.47E-006,5.22E-005,-4.2819,-4.2943,-5.8319,0.0282,T1_S1-13.P15_Ssid_T1_C_R2.csv
T1_S1-23,T1,S1-23,S1,DC,C,R2,6.09E-006,3.36E-005,3.97E-005,-4.4014,-5.2156,-4.4737,0.8466,T1_S1-23.P15_Ssid_T1_C_R2.csv
T1_S2-10,T1,S2-10,S2,D,C,R2,0.00E+000,4.95E-004,4.95E-004,-3.3057,NA,-3.3057,1.0000,T1_S2-10.P15_Ssid_T1_C_R2.csv
T1_S2-2,T1,S2-2,S2,D,C,R2,0.00E+000,5.08E-004,5.08E-004,-3.2942,NA,-3.2942,1.0000,T1_S2-2.P15_Ssid_T1_C_R2.csv
T1_S3-20,T1,S3-20,S3,D,C,R2,7.79E-005,8.22E-004,9.12E-004,-3.0399,-4.1085,-3.0852,0.9011,T1_S3-20.P15_Ssid_T1_C_R2.csv
T1_S3-4,T1,S3-4,S3,DC,C,R2,3.85E-004,5.59E-004,9.43E-004,-3.0253,-3.4151,-3.2526,0.5924,T1_S3-4.P15_Ssid_T1_C_R2.csv
T1_S4-24,T1,S4-24,S4,DC,C,R2,3.79E-004,5.73E-004,9.51E-004,-3.0216,-3.4219,-3.2419,0.6021,T1_S4-24.P15_Ssid_T1_C_R2.csv
T1_S4-3,T1,S4-3,S4,DC,C,R2,6.63E-004,6.83E-004,1.35E-003,-2.8709,-3.1782,-3.1657,0.5072,T1_S4-3.P15_Ssid_T1_C_R2.csv
T1_S5-10,T1,S5-10,S5,DC,C,R2,1.84E-004,5.33E-004,7.17E-004,-3.1445,-3.7346,-3.2735,0.7430,T1_S5-10.P15_Ssid_T1_C_R2.csv
T1_S5-15,T1,S5-15,S5,D,C,R2,6.18E-006,1.36E-003,1.37E-003,-2.8636,-5.2094,-2.8656,0.9955,T1_S5-15.P15_Ssid_T1_C_R2.csv
T1_S6-23,T1,S6-23,S6,D,C,R2,0.00E+000,1.80E-003,1.80E-003,-2.7447,NA,-2.7447,1.0000,T1_S6-23.P15_Ssid_T1_C_R2.csv
T1_S6-26,T1,S6-26,S6,D,C,R2,0.00E+000,1.01E-003,1.01E-003,-2.9944,NA,-2.9944,1.0000,T1_S6-26.P15_Ssid_T1_C_R2.csv
T1_S1-21,T1,S1-21,S1,DC,CO2,R1,1.49E-005,7.06E-005,8.55E-005,-4.0681,-4.8271,-4.1512,0.8258,T1_S1-21.P43_Ssid_T1_CO2_R1-2.csv
T1_S1-29,T1,S1-29,S1,D,CO2,R1,7.15E-006,6.95E-005,7.66E-005,-4.1156,-5.1460,-4.1581,0.9068,T1_S1-29.P43_Ssid_T1_CO2_R1-2.csv
T1_S2-19,T1,S2-19,S2,D,CO2,R1,1.54E-006,2.84E-004,2.86E-004,-3.5442,-5.8126,-3.5466,0.9946,T1_S2-19.P43_Ssid_T1_CO2_R1-2.csv
T1_S2-6,T1,S2-6,S2,D,CO2,R1,0.00E+000,5.59E-004,5.59E-004,-3.2529,NA,-3.2529,1.0000,T1_S2-6.P43_Ssid_T1_CO2_R1-2.csv
T1_S3-22,T1,S3-22,S3,DC,CO2,R1,5.39E-005,3.82E-004,4.36E-004,-3.3608,-4.2683,-3.4181,0.8763,T1_S3-22.P43_Ssid_T1_CO2_R1-2.csv
T1_S3-31,T1,S3-31,S3,D,CO2,R1,3.66E-005,6.97E-004,7.33E-004,-3.1348,-4.4362,-3.1570,0.9500,T1_S3-31.P43_Ssid_T1_CO2_R1-2.csv
T1_S4-23,T1,S4-23,S4,DC,CO2,R1,1.50E-004,2.21E-004,3.71E-004,-3.4301,-3.8232,-3.6552,0.5955,T1_S4-23.P43_Ssid_T1_CO2_R1-2.csv
T1_S4-5,T1,S4-5,S4,DC,CO2,R1,2.12E-004,1.05E-004,3.17E-004,-3.4987,-3.6735,-3.9785,0.3313,T1_S4-5.P43_Ssid_T1_CO2_R1-2.csv
T1_S5-20,T1,S5-20,S5,D,CO2,R1,0.00E+000,1.66E-004,1.66E-004,-3.7792,NA,-3.7792,1.0000,T1_S5-20.P43_Ssid_T1_CO2_R1-2.csv
T1_S5-4,T1,S5-4,S5,D,CO2,R1,0.00E+000,3.51E-004,3.51E-004,-3.4544,NA,-3.4544,1.0000,T1_S5-4.P43_Ssid_T1_CO2_R1-2.csv
T1_S6-19,T1,S6-19,S6,D,CO2,R1,0.00E+000,7.04E-004,7.04E-004,-3.1524,NA,-3.1524,1.0000,T1_S6-19.P43_Ssid_T1_CO2_R1-2.csv
T1_S6-4,T1,S6-4,S6,D,CO2,R1,2.73E-006,7.24E-004,7.27E-004,-3.1387,-5.5632,-3.1404,0.9962,T1_S6-4.P43_Ssid_T1_CO2_R1-2.csv
T1_S1-20,T1,S1-20,S1,DC,CO2,R2,1.42E-005,1.01E-004,1.16E-004,-3.9373,-4.8478,-3.9943,0.8771,T1_S1-20.P43_Ssid_T1_CO2_R1-2.csv
T1_S1-3,T1,S1-3,S1,DC,CO2,R2,4.98E-005,1.28E-005,6.26E-005,-4.2031,-4.3025,-4.8922,0.2046,T1_S1-3.P43_Ssid_T1_CO2_R1-2.csv
T1_S2-27,T1,S2-27,S2,D,CO2,R2,0.00E+000,3.11E-004,3.11E-004,-3.5075,NA,-3.5075,1.0000,T1_S2-27.P43_Ssid_T1_CO2_R1-2.csv
T1_S2-5,T1,S2-5,S2,D,CO2,R2,0.00E+000,6.61E-004,6.61E-004,-3.1796,NA,-3.1796,1.0000,T1_S2-5.P43_Ssid_T1_CO2_R1-2.csv
T1_S3-15,T1,S3-15,S3,D,CO2,R2,2.52E-005,5.96E-004,6.21E-004,-3.2069,-4.5994,-3.2248,0.9595,T1_S3-15.P43_Ssid_T1_CO2_R1-2.csv
T1_S3-24,T1,S3-24,S3,D,CO2,R2,3.34E-005,6.77E-004,7.11E-004,-3.1482,-4.4760,-3.1691,0.9530,T1_S3-24.P43_Ssid_T1_CO2_R1-2.csv
T1_S4-20,T1,S4-20,S4,DC,CO2,R2,6.33E-005,3.33E-004,3.97E-004,-3.4017,-4.1989,-3.4772,0.8405,T1_S4-20.P43_Ssid_T1_CO2_R1-2.csv
T1_S4-6,T1,S4-6,S4,DC,CO2,R2,2.66E-004,2.80E-004,5.46E-004,-3.2626,-3.5744,-3.5531,0.5123,T1_S4-6.P43_Ssid_T1_CO2_R1-2.csv
T1_S5-16,T1,S5-16,S5,D,CO2,R2,1.06E-006,1.59E-004,1.60E-004,-3.7948,-5.9761,-3.7976,0.9934,T1_S5-16.P43_Ssid_T1_CO2_R1-2.csv
T1_S5-26,T1,S5-26,S5,D,CO2,R2,6.57E-006,3.33E-004,3.40E-004,-3.4690,-5.1826,-3.4775,0.9807,T1_S5-26.P43_Ssid_T1_CO2_R1-2.csv
T1_S6-2,T1,S6-2,S6,D,CO2,R2,1.46E-006,8.81E-004,8.82E-004,-3.0544,-5.8354,-3.0551,0.9983,T1_S6-2.P43_Ssid_T1_CO2_R1-2.csv
T1_S6-22,T1,S6-22,S6,D,CO2,R2,0.00E+000,3.30E-004,3.30E-004,-3.4815,NA,-3.4815,1.0000,T1_S6-22.P43_Ssid_T1_CO2_R1-2.csv
T1_S1-19,T1,S1-19,S1,D,D,R1,3.75E-007,1.22E-004,1.22E-004,-3.9133,-6.4262,-3.9147,0.9969,T1_S1-19.P41_Ssid_T1_D_R1-2.csv
T1_S1-4,T1,S1-4,S1,DC,D,R1,1.89E-005,8.86E-005,1.07E-004,-3.9689,-4.7246,-4.0528,0.8245,T1_S1-4.P41_Ssid_T1_D_R1-2.csv
T1_S2-20,T1,S2-20,S2,D,D,R1,0.00E+000,4.88E-004,4.88E-004,-3.3112,NA,-3.3112,1.0000,T1_S2-20.P41_Ssid_T1_D_R1-2.csv
T1_S2-29,T1,S2-29,S2,D,D,R1,0.00E+000,5.09E-004,5.09E-004,-3.2933,NA,-3.2933,1.0000,T1_S2-29.P41_Ssid_T1_D_R1-2.csv
T1_S3-19,T1,S3-19,S3,D,D,R1,4.65E-005,7.33E-004,7.80E-004,-3.1081,-4.3330,-3.1348,0.9404,T1_S3-19.P41_Ssid_T1_D_R1-2.csv
T1_S3-3,T1,S3-3,S3,DC,D,R1,1.64E-004,1.05E-003,1.22E-003,-2.9153,-3.7847,-2.9784,0.8649,T1_S3-3.P41_Ssid_T1_D_R1-2.csv
T1_S4-21,T1,S4-21,S4,DC,D,R1,5.79E-005,3.58E-004,4.15E-004,-3.3815,-4.2372,-3.4467,0.8606,T1_S4-21.P41_Ssid_T1_D_R1-2.csv
T1_S4-30,T1,S4-30,S4,D,D,R1,2.26E-005,8.76E-004,8.99E-004,-3.0464,-4.6459,-3.0575,0.9749,T1_S4-30.P41_Ssid_T1_D_R1-2.csv
T1_S5-22,T1,S5-22,S5,D,D,R1,0.00E+000,1.09E-003,1.09E-003,-2.9614,NA,-2.9614,1.0000,T1_S5-22.P41_Ssid_T1_D_R1-2.csv
T1_S5-3,T1,S5-3,S5,D,D,R1,0.00E+000,2.27E-004,2.27E-004,-3.6442,NA,-3.6442,1.0000,T1_S5-3.P41_Ssid_T1_D_R1-2.csv
T1_S6-14,T1,S6-14,S6,D,D,R1,2.85E-006,1.40E-003,1.40E-003,-2.8526,-5.5447,-2.8534,0.9980,T1_S6-14.P41_Ssid_T1_D_R1-2.csv
T1_S6-9,T1,S6-9,S6,D,D,R1,0.00E+000,1.02E-003,1.02E-003,-2.9912,NA,-2.9912,1.0000,T1_S6-9.P41_Ssid_T1_D_R1-2.csv
T1_S1-22,T1,S1-22,S1,DC,D,R2,1.59E-005,3.27E-005,4.86E-005,-4.3130,-4.7975,-4.4854,0.6723,T1_S1-22.P41_Ssid_T1_D_R1-2.csv
T1_S1-7,T1,S1-7,S1,D,D,R2,9.74E-007,1.07E-004,1.08E-004,-3.9658,-6.0116,-3.9697,0.9910,T1_S1-7.P41_Ssid_T1_D_R1-2.csv
T1_S2-1,T1,S2-1,S2,D,D,R2,0.00E+000,3.98E-004,3.98E-004,-3.4006,NA,-3.4006,1.0000,T1_S2-1.P41_Ssid_T1_D_R1-2.csv
T1_S2-15,T1,S2-15,S2,D,D,R2,0.00E+000,3.76E-004,3.76E-004,-3.4252,NA,-3.4252,1.0000,T1_S2-15.P41_Ssid_T1_D_R1-2.csv
T1_S3-27,T1,S3-27,S3,D,D,R2,1.13E-005,1.07E-003,1.08E-003,-2.9654,-4.9455,-2.9699,0.9895,T1_S3-27.P41_Ssid_T1_D_R1-2.csv
T1_S3-9,T1,S3-9,S3,DC,D,R2,3.34E-004,1.13E-003,1.46E-003,-2.8348,-3.4768,-2.9471,0.7720,T1_S3-9.P41_Ssid_T1_D_R1-2.csv
T1_S4-14,T1,S4-14,S4,DC,D,R2,9.68E-005,1.60E-004,2.57E-004,-3.5904,-4.0141,-3.7959,0.6230,T1_S4-14.P41_Ssid_T1_D_R1-2.csv
T1_S4-25,T1,S4-25,S4,D,D,R2,2.50E-005,4.61E-004,4.86E-004,-3.3133,-4.6018,-3.3362,0.9485,T1_S4-25.P41_Ssid_T1_D_R1-2.csv
T1_S5-6,T1,S5-6,S5,D,D,R2,0.00E+000,1.58E-004,1.58E-004,-3.8001,NA,-3.8001,1.0000,T1_S5-6.P41_Ssid_T1_D_R1-2.csv
T1_S6-11,T1,S6-11,S6,D,D,R2,5.50E-006,1.04E-003,1.04E-003,-2.9813,-5.2598,-2.9836,0.9947,T1_S6-11.P41_Ssid_T1_D_R1-2.csv
T1_S6-17,T1,S6-17,S6,D,D,R2,1.10E-005,1.24E-003,1.25E-003,-2.9038,-4.9569,-2.9077,0.9912,T1_S6-17.P41_Ssid_T1_D_R1-2.csv
T1_S1-6,T1,S1-6,S1,DC,Fe,R1,2.14E-005,4.55E-005,6.70E-005,-4.1742,-4.6688,-4.3419,0.6798,T1_S1-6.P22_Ssid_T1_NPF_R1.csv
T1_S1-9,T1,S1-9,S1,DC,Fe,R1,1.69E-005,3.68E-005,5.37E-005,-4.2701,-4.7731,-4.4339,0.6859,T1_S1-9.P22_Ssid_T1_NPF_R1.csv
T1_S2-16,T1,S2-16,S2,D,Fe,R1,0.00E+000,9.55E-004,9.55E-004,-3.0200,NA,-3.0200,1.0000,T1_S2-16.P22_Ssid_T1_NPF_R1.csv
T1_S2-25,T1,S2-25,S2,D,Fe,R1,0.00E+000,7.01E-004,7.01E-004,-3.1540,NA,-3.1540,1.0000,T1_S2-25.P22_Ssid_T1_NPF_R1.csv
T1_S3-12,T1,S3-12,S3,D,Fe,R1,1.15E-005,2.41E-003,2.42E-003,-2.6166,-4.9378,-2.6187,0.9952,T1_S3-12.P23_Ssid_T1_NPF_R2.csv
T1_S3-6,T1,S3-6,S3,D,Fe,R1,0.00E+000,9.75E-004,9.75E-004,-3.0110,NA,-3.0110,1.0000,T1_S3-6.P23_Ssid_T1_NPF_R2.csv
T1_S4-11,T1,S4-11,S4,D,Fe,R1,2.06E-005,3.94E-003,3.96E-003,-2.4027,-4.6855,-2.4050,0.9948,T1_S4-11.P23_Ssid_T1_NPF_R2.csv
T1_S4-9,T1,S4-9,S4,D,Fe,R1,2.09E-006,1.51E-003,1.51E-003,-2.8217,-5.6789,-2.8223,0.9986,T1_S4-9.P23_Ssid_T1_NPF_R2.csv
T1_S5-14,T1,S5-14,S5,D,Fe,R1,0.00E+000,1.26E-003,1.26E-003,-2.8998,NA,-2.8998,1.0000,T1_S5-14.P25_Ssid_T2_NP_R1.csv
T1_S5-25,T1,S5-25,S5,D,Fe,R1,5.78E-006,2.84E-003,2.84E-003,-2.5459,-5.2379,-2.5468,0.9980,T1_S5-25.P25_Ssid_T2_NP_R1.csv
T1_S6-1,T1,S6-1,S6,D,Fe,R1,1.36E-006,2.17E-003,2.17E-003,-2.6639,-5.8665,-2.6642,0.9994,T1_S6-1.P25_Ssid_T2_NP_R1.csv
T1_S6-12,T1,S6-12,S6,D,Fe,R1,0.00E+000,9.45E-003,9.45E-003,-2.0244,NA,-2.0244,1.0000,T1_S6-12.P25_Ssid_T2_NP_R1.csv
T1_S1-12,T1,S1-12,S1,C,Fe,R2,3.12E-005,3.14E-007,3.16E-005,-4.5008,-4.5052,-6.5028,0.0100,T1_S1-12.P46_Ssid_T1-2_Fe_R2.csv
T1_S1-16,T1,S1-16,S1,DC,Fe,R2,1.14E-005,4.98E-005,6.12E-005,-4.2130,-4.9430,-4.3025,0.8138,T1_S1-16.P46_Ssid_T1-2_Fe_R2.csv
T1_S2-31,T1,S2-31,S2,D,Fe,R2,0.00E+000,8.68E-004,8.68E-004,-3.0615,NA,-3.0615,1.0000,T1_S2-31.P46_Ssid_T1-2_Fe_R2.csv
T1_S2-4,T1,S2-4,S2,D,Fe,R2,0.00E+000,7.92E-004,7.92E-004,-3.1011,NA,-3.1011,1.0000,T1_S2-4.P46_Ssid_T1-2_Fe_R2.csv
T1_S3-11,T1,S3-11,S3,DC,Fe,R2,7.01E-005,4.37E-004,5.07E-004,-3.2946,-4.1543,-3.3592,0.8619,T1_S3-11.P46_Ssid_T1-2_Fe_R2.csv
T1_S3-7,T1,S3-7,S3,DC,Fe,R2,2.79E-004,3.76E-004,6.55E-004,-3.1837,-3.5541,-3.4248,0.5739,T1_S3-7.P46_Ssid_T1-2_Fe_R2.csv
T1_S4-26,T1,S4-26,S4,DC,Fe,R2,1.65E-004,1.40E-003,1.56E-003,-2.8062,-3.7832,-2.8546,0.8945,T1_S4-26.P46_Ssid_T1-2_Fe_R2.csv
T1_S4-28,T1,S4-28,S4,D,Fe,R2,4.04E-005,8.96E-004,9.36E-004,-3.0286,-4.3937,-3.0477,0.9569,T1_S4-28.P46_Ssid_T1-2_Fe_R2.csv
T1_S5-13,T1,S5-13,S5,D,Fe,R2,0.00E+000,6.55E-004,6.55E-004,-3.1837,NA,-3.1837,1.0000,T1_S5-13.P46_Ssid_T1-2_Fe_R2.csv
T1_S5-23,T1,S5-23,S5,D,Fe,R2,3.83E-005,1.31E-003,1.35E-003,-2.8695,-4.4174,-2.8820,0.9717,T1_S5-23.P46_Ssid_T1-2_Fe_R2.csv
T1_S6-15,T1,S6-15,S6,D,Fe,R2,9.77E-006,1.75E-003,1.76E-003,-2.7540,-5.0102,-2.7564,0.9945,T1_S6-15.P46_Ssid_T1-2_Fe_R2.csv
T1_S6-21,T1,S6-21,S6,D,Fe,R2,0.00E+000,1.47E-003,1.47E-003,-2.8323,NA,-2.8323,1.0000,T1_S6-21.P46_Ssid_T1-2_Fe_R2.csv
T1_S1-17,T1,S1-17,S1,D,N,R1,2.86E-006,6.62E-005,6.91E-005,-4.1606,-5.5443,-4.1790,0.9587,T1_S1-17.P18_Ssid_T1_N_R1.csv
T1_S1-25,T1,S1-25,S1,C,N,R1,3.54E-005,0.00E+000,3.54E-005,-4.4509,-4.4509,NA,0.0000,T1_S1-25.P18_Ssid_T1_N_R1.csv
T1_S2-21,T1,S2-21,S2,D,N,R1,0.00E+000,3.81E-004,3.81E-004,-3.4196,NA,-3.4196,1.0000,T1_S2-21.P18_Ssid_T1_N_R1.csv
T1_S2-24,T1,S2-24,S2,D,N,R1,0.00E+000,5.22E-004,5.22E-004,-3.2826,NA,-3.2826,1.0000,T1_S2-24.P18_Ssid_T1_N_R1.csv
T1_S3-10,T1,S3-10,S3,DC,N,R1,2.17E-004,2.82E-004,4.99E-004,-3.3017,-3.6636,-3.5493,0.5655,T1_S3-10.P18_Ssid_T1_N_R1.csv
T1_S3-8,T1,S3-8,S3,DC,N,R1,2.86E-004,1.48E-004,4.34E-004,-3.3625,-3.5434,-3.8302,0.3407,T1_S3-8.P18_Ssid_T1_N_R1.csv
T1_S4-19,T1,S4-19,S4,DC,N,R1,6.92E-004,2.14E-004,9.06E-004,-3.0430,-3.1600,-3.6698,0.2362,T1_S4-19.P18_Ssid_T1_N_R1.csv
T1_S4-29,T1,S4-29,S4,DC,N,R1,5.81E-005,1.91E-004,2.49E-004,-3.6035,-4.2360,-3.7187,0.7669,T1_S4-29.P18_Ssid_T1_N_R1.csv
T1_S5-11,T1,S5-11,S5,D,N,R1,0.00E+000,1.63E-003,1.63E-003,-2.7890,NA,-2.7890,1.0000,T1_S5-11.P18_Ssid_T1_N_R1.csv
T1_S5-24,T1,S5-24,S5,D,N,R1,2.20E-005,1.20E-003,1.22E-003,-2.9121,-4.6585,-2.9200,0.9821,T1_S5-24.P17_Ssid_T0_N_R1.csv
T1_S5-7,T1,S5-7,S5,D,N,R1,0.00E+000,3.02E-004,3.02E-004,-3.5207,NA,-3.5207,1.0000,T1_S5-7.P18_Ssid_T1_N_R1.csv
T1_S6-20,T1,S6-20,S6,D,N,R1,0.00E+000,1.41E-003,1.41E-003,-2.8498,NA,-2.8498,1.0000,T1_S6-20.P17_Ssid_T0_N_R1.csv
T1_S6-24,T1,S6-24,S6,D,N,R1,2.00E-006,1.30E-003,1.30E-003,-2.8860,-5.6999,-2.8867,0.9985,T1_S6-24.P18_Ssid_T1_N_R1.csv
T1_S6-28,T1,S6-28,S6,D,N,R1,2.27E-005,1.79E-003,1.82E-003,-2.7407,-4.6430,-2.7462,0.9875,T1_S6-28.P18_Ssid_T1_N_R1.csv
T1_S6-5,T1,S6-5,S6,D,N,R1,2.46E-006,7.30E-004,7.32E-004,-3.1355,-5.6086,-3.1369,0.9966,T1_S6-5.P17_Ssid_T0_N_R1.csv
T1_S1-30,T1,S1-30,S1,DC,N,R2,1.57E-005,6.33E-006,2.20E-005,-4.6576,-4.8049,-5.1986,0.2877,T1_S1-30.P20_Ssid_T1_N_R2.csv
T1_S1-8,T1,S1-8,S1,DC,N,R2,1.64E-005,1.58E-005,3.22E-005,-4.4924,-4.7846,-4.8024,0.4898,T1_S1-8.P20_Ssid_T1_N_R2.csv
T1_S2-18,T1,S2-18,S2,D,N,R2,0.00E+000,4.90E-004,4.90E-004,-3.3102,NA,-3.3102,1.0000,T1_S2-18.P20_Ssid_T1_N_R2.csv
T1_S2-7,T1,S2-7,S2,D,N,R2,0.00E+000,8.35E-004,8.35E-004,-3.0781,NA,-3.0781,1.0000,T1_S2-7.P20_Ssid_T1_N_R2.csv
T1_S3-25,T1,S3-25,S3,D,N,R2,7.49E-006,3.96E-004,4.16E-004,-3.3812,-5.1257,-3.4022,0.9529,T1_S3-25.P20_Ssid_T1_N_R2.csv
